Id,RunId,Origin,Destin,FltNum,DepDate,BookedLoad,TgtLoad,TimeRange,dlfBand,ndoBand,anchorFare,MktFare_Min,MktFare_Max,fareOffset,OpenRBD,SellingFare,Channel,criteria,HowDetermined,Backstop,AirlineCode_Min,AirlineCode_Max,FlightNumber_Min,FlightNumber_Max,Variance,StrategyReference,analystName,bookedPlf,startTime,endTime,allocationStatus,endOfDaydlfBand,endOfDayTgtLoad,lastSellingFare,upsell,strategyFare,bookingToday,expectedEndOfDayBooking,expectedEndOfDayLoadFactor,overBookingCount,historicOwnFare,state,timeSectorDrop,gridDrop,marketFaresSummary
3362b55c-1369-488a-8f7f-ab8fb03822b5,Test12345,BOM,DEL,1127,08/23/2023,0.0,60.480000000000004,0,0,5,4729,4729,5709,2.0,Z0,5360.0,B2B,MIN,Matched and allocated,0.0,6E,AI,6E-5113,AI-687,-0.32,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
0217c0a4-551d-43b1-ab14-def2a3b21b37,Test12345,BOM,DEL,1127,08/24/2023,0.0,58.589999999999996,0,0,5,4754,4754,5384,2.0,U7,4863.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-993,UK-960,-0.31,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,4863.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
4a72f8f2-2e52-45f6-87ca-38af1d51ad06,Test12345,BOM,DEL,1127,08/24/2023,0.0,58.589999999999996,0,0,5,4729,4729,5709,2.0,Z0,5360.0,B2B,MIN,Matched and allocated,0.0,6E,AI,6E-5113,AI-687,-0.31,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
29d28802-6589-4262-a627-d1cd1c9317e2,Test12345,BOM,DEL,1127,08/25/2023,1.0,56.699999999999996,0,0,5,4754,4754,6444,2.0,U7,4863.0,B2C,MIN,Matched and allocated,0.0,6E,AI,6E-2326,AI-809,-0.2947089947089947,NA,test,0.5291005291005291,10:00,17:00,1,NA,NA,NA,NA,4863.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
7cac04a7-01ee-401c-a1cc-571b6ad1055a,Test12345,BOM,DEL,1127,08/25/2023,1.0,56.699999999999996,0,0,5,4729,4729,6213,2.0,Z0,5360.0,B2B,MIN,Matched and allocated,0.0,6E,AI,6E-5113,AI-687,-0.2947089947089947,NA,test,0.5291005291005291,10:00,17:00,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
0b51a677-85ab-42df-8055-78c1c3129646,Test12345,BOM,DEL,1127,08/26/2023,30.0,54.809999999999995,0,1,5,4964,4964,7284,2.0,U3,5064.0,B2C,MIN,Matched and allocated,0.0,UK,AI,UK-944,AI-809,-0.13126984126984123,NA,test,15.873015873015872,10:00,17:00,1,NA,NA,NA,NA,5064.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
1f957acc-9453-4823-804c-427183de6a6a,Test12345,BOM,DEL,1127,08/26/2023,30.0,54.809999999999995,0,1,5,4796,4796,6419,2.0,Z0,5360.0,B2B,MIN,Matched and allocated,0.0,UK,UK,UK-944,UK-994,-0.13126984126984123,NA,test,15.873015873015872,10:00,17:00,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
d6dc6ee3-2601-4e94-a907-5f9a032a742f,Test12345,BOM,DEL,1127,08/27/2023,1.0,52.92,0,0,5,4756,4756,6539,2.0,U7,4863.0,B2C,MIN,Matched and allocated,0.0,AI,UK,AI-677,UK-902,-0.27470899470899474,NA,test,0.5291005291005291,10:00,17:00,1,NA,NA,NA,NA,4863.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
ad0f7504-80a7-42da-a2c8-68737dd5f368,Test12345,BOM,DEL,1127,08/27/2023,1.0,52.92,0,0,5,5253,5253,6528,2.0,Z0,5360.0,B2B,MIN,Matched and allocated,0.0,6E,UK,6E-6821,UK-952,-0.27470899470899474,NA,test,0.5291005291005291,10:00,17:00,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
a84a3040-85f1-493c-8ccd-aacb2ebead15,Test12345,BOM,DEL,1127,08/28/2023,0.0,51.03,0,0,5,5281,4756,5281,-2.0,U2,5144.0,B2C,MAX,Matched and allocated,5000.0,AI,6E,AI-677,6E-5113,-0.27,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,5144.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
c744c6d1-7e92-4514-a55c-fd01160a2455,Test12345,BOM,DEL,1127,08/28/2023,0.0,51.03,0,0,5,5709,4743,5709,-2.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,UK,AI,UK-952,AI-687,-0.27,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
00df9d7e-351c-4122-b43f-d42e1d7a09b1,Test12345,BOM,DEL,1127,08/29/2023,4.0,49.14,0,0,5,5069,4754,5069,-3.0,T7,5574.0,B2C,MAX,Matched and allocated - Backstop Hit,5500.0,6E,UK,6E-2326,UK-994,-0.23883597883597885,NA,test,2.1164021164021163,10:00,17:00,1,NA,NA,NA,NA,5574.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
4ed90dc0-390a-43c4-a5e6-1febb87e57c3,Test12345,BOM,DEL,1127,08/29/2023,4.0,49.14,0,0,5,5709,4729,5709,-3.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,6E,AI,6E-6821,AI-687,-0.23883597883597885,NA,test,2.1164021164021163,10:00,17:00,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
85bad513-1036-4434-b25f-00a0ee84470a,Test12345,BOM,DEL,1127,08/30/2023,0.0,47.25,0,0,5,4754,4754,5069,-1.0,T7,5574.0,B2C,MIN,Matched and allocated - Backstop Hit,5500.0,6E,UK,6E-2326,UK-994,-0.25,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,5574.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
c1b3bea5-55fe-48cf-8e74-141364ff3bd8,Test12345,BOM,DEL,1127,08/30/2023,0.0,47.25,0,0,5,4729,4729,5709,-1.0,Z2,4610.0,B2B,MIN,Matched and allocated,0.0,6E,AI,6E-6821,AI-687,-0.25,NA,test,0.0,10:00,17:00,1,NA,NA,NA,NA,4610.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
e075786f-4318-44f8-a7af-c48d7e5beb28,Test12345,DEL,BOM,1128,08/02/2023,8.0,156.87,0,0,1,8527,4818,8527,0.0,Q7,8995.32,B2C,MAX,Matched and allocated,0.0,SG,UK,SG-8157,UK-981,-0.7876719576719577,NA,test,4.232804232804233,0:00,23:59,1,NA,NA,NA,NA,8995.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
0fde38df-449d-4049-8dab-34f7287d5d03,Test12345,DEL,BOM,1128,08/02/2023,8.0,156.87,0,0,1,8200,4709,8200,0.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,AI,UK,AI-805,UK-981,-0.7876719576719577,NA,test,4.232804232804233,0:00,23:59,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
61f7b8a1-cb5d-40e2-827c-a5ec18e96f0b,Test12345,DEL,BOM,1128,08/03/2023,0.0,145.53,0,0,2,4818,4818,8527,-1.0,U2,4765.32,B2C,MIN,Matched and allocated,0.0,SG,UK,SG-8157,UK-981,-0.77,NA,test,0.0,0:00,23:59,1,NA,NA,NA,NA,4765.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
1d34ce9d-5417-4c9c-8b4a-57bc40a3372e,Test12345,DEL,BOM,1128,08/03/2023,0.0,145.53,0,0,2,4709,4709,8200,-1.0,Z3,4674.32,B2B,MIN,Matched and allocated,0.0,AI,UK,AI-863,UK-981,-0.77,NA,test,0.0,0:00,23:59,1,NA,NA,NA,NA,4674.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
2c587f44-a976-4d39-83bd-137fe77323c4,Test12345,DEL,BOM,1128,08/04/2023,32.0,136.07999999999998,0,0,3,10102,4978,10102,0.0,Q4,10496.32,B2C,MAX,Matched and allocated,0.0,SG,UK,SG-8169,UK-981,-0.5506878306878306,NA,test,16.93121693121693,0:00,23:59,1,NA,NA,NA,NA,10496.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
0854ecd0-f3d9-4f8f-8eb4-928205217c7b,Test12345,DEL,BOM,1128,08/04/2023,32.0,136.07999999999998,0,0,3,9741,4709,9741,0.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,AI,UK,AI-863,UK-981,-0.5506878306878306,NA,test,16.93121693121693,0:00,23:59,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
bfdd594a-3283-4a61-ba76-c7821120c7b7,Test12345,DEL,BOM,1128,08/05/2023,31.0,128.52,0,0,3,8527,4978,8527,-1.0,Q8,8495.32,B2C,MAX,Matched and allocated,0.0,SG,UK,SG-8169,UK-981,-0.515978835978836,NA,test,16.402116402116402,0:00,23:59,1,NA,NA,NA,NA,8495.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
8654a14d-d0df-405f-9d04-0ae730e505fa,Test12345,DEL,BOM,1128,08/05/2023,31.0,128.52,0,0,3,8200,4709,8200,-1.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,AI,UK,AI-624,UK-981,-0.515978835978836,NA,test,16.402116402116402,0:00,23:59,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
29a4bede-9d4f-4b04-8f52-923fdfa62248,Test12345,DEL,BOM,1128,08/06/2023,5.0,120.96000000000001,0,0,3,10102,4978,10102,3.0,Q1,11994.32,B2C,MAX,Matched and allocated,0.0,SG,UK,SG-8169,UK-981,-0.6135449735449736,NA,test,2.6455026455026456,0:00,23:59,1,NA,NA,NA,NA,11994.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
c54e2c9c-974c-454c-a68d-b863c98d2592,Test12345,DEL,BOM,1128,08/06/2023,5.0,120.96000000000001,0,0,3,9741,4709,9741,3.0,NA,NA,B2B,MAX,Market Fare higher than Z0 levels - skipping B2B allocation,0.0,AI,UK,AI-441,UK-981,-0.6135449735449736,NA,test,2.6455026455026456,0:00,23:59,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
45d4c0af-0409-4eef-8ae0-efe8bb5beb5a,Test12345,DEL,BOM,1128,08/09/2023,3.0,100.17,AR,0,4,4978,4978,8527,-2,U1,4845.32,B2C,MIN,Matched and allocated,,SG,UK,SG-8169,UK-981,-0.5141269841269841,Strategy_1,test,1.5873015873015872,07:00,22:00,1,NA,NA,NA,NA,4845.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
9614cbe9-4607-4689-a0f5-f8a7c9366499,Test12345,DEL,BOM,1128,08/09/2023,3.0,100.17,AR,0,4,4709,4709,8200,-2,Z4,4424.32,B2B,MIN,Matched and allocated,,AI,UK,AI-887,UK-981,-0.5141269841269841,Strategy_1,test,1.5873015873015872,07:00,22:00,1,NA,NA,NA,NA,4424.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
f1482388-9385-4519-853d-ec0e96b722fb,Test12345,DEL,BOM,1128,08/10/2023,4.0,94.5,AR,0,4,4978,4978,10102,-2,U1,4845.32,B2C,MIN,Matched and allocated,,SG,UK,SG-8169,UK-981,-0.47883597883597884,Strategy_1,test,2.1164021164021163,07:00,22:00,1,NA,NA,NA,NA,4845.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
c3fa2da8-b2ef-4515-babb-76a23281dd5f,Test12345,DEL,BOM,1128,08/10/2023,4.0,94.5,AR,0,4,4709,4709,9741,-2,Z4,4424.32,B2B,MIN,Matched and allocated,,AI,UK,AI-887,UK-981,-0.47883597883597884,Strategy_1,test,2.1164021164021163,07:00,22:00,1,NA,NA,NA,NA,4424.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
385dad97-691f-4070-a15a-dfe2d9b95b93,Test12345,DEL,BOM,1128,08/11/2023,0.0,88.83,AR,0,4,4978,4978,11887,-2,U1,4845.32,B2C,MIN,Matched and allocated,,SG,UK,SG-8169,UK-981,-0.47,Strategy_1,test,0.0,07:00,22:00,1,NA,NA,NA,NA,4845.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
d858d3d2-e554-4c42-b7ce-2456d20dffe1,Test12345,DEL,BOM,1128,08/11/2023,0.0,88.83,AR,0,4,4709,4709,11488,-2,Z4,4424.32,B2B,MIN,Matched and allocated,,AI,UK,AI-887,UK-981,-0.47,Strategy_1,test,0.0,07:00,22:00,1,NA,NA,NA,NA,4424.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
3f316229-ee59-4a3c-997c-dffca14b6ba3,Test12345,DEL,BOM,1128,08/12/2023,2.0,85.05,ExTR,0,4,4978,4978,10102,-2,U1,4845.32,B2C,MIN,Matched and allocated,,SG,UK,SG-8169,UK-981,-0.43941798941798943,Strategy_2,test,1.0582010582010581,00:00,23:59,1,NA,NA,NA,NA,4845.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
ffd6a246-b59f-4393-8633-9d332cdb2760,Test12345,DEL,BOM,1128,08/12/2023,2.0,85.05,ExTR,0,4,4709,4709,9741,-2,Z4,4424.32,B2B,MIN,Matched and allocated,,AI,UK,AI-665,UK-981,-0.43941798941798943,Strategy_2,test,1.0582010582010581,00:00,23:59,1,NA,NA,NA,NA,4424.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
1d91dabb-2c92-4384-8de8-81a265da3708,Test12345,DEL,BOM,1128,08/13/2023,3.0,81.27,ExTR,0,4,4978,4978,10102,-2,U1,4845.32,B2C,MIN,Matched and allocated,,SG,UK,SG-8169,UK-957,-0.4141269841269841,Strategy_2,test,1.5873015873015872,00:00,23:59,1,NA,NA,NA,NA,4845.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
d106c80c-f4c0-4df0-99f1-909de31be414,Test12345,DEL,BOM,1128,08/13/2023,3.0,81.27,ExTR,0,4,4709,4709,9741,-2,Z4,4424.32,B2B,MIN,Matched and allocated,,AI,UK,AI-441,UK-981,-0.4141269841269841,Strategy_2,test,1.5873015873015872,00:00,23:59,1,NA,NA,NA,NA,4424.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
a272eae7-f0f1-499d-b948-2543f50fea2f,Test12345,DEL,BOM,1128,08/14/2023,0.0,77.49,ExTR,0,4,4978,4978,10260,-2,U1,4845.32,B2C,MIN,Matched and allocated,,SG,UK,SG-8169,UK-975,-0.41,Strategy_2,test,0.0,00:00,23:59,1,NA,NA,NA,NA,4845.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
ed188e2f-eaf8-4194-99d1-bd641687335c,Test12345,DEL,BOM,1128,08/14/2023,0.0,77.49,ExTR,0,4,4709,4709,9894,-2,Z4,4424.32,B2B,MIN,Matched and allocated,,AI,UK,AI-441,UK-975,-0.41,Strategy_2,test,0.0,00:00,23:59,1,NA,NA,NA,NA,4424.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
0c3971e9-7951-4433-929a-73170be0d3c1,Test12345,DEL,BOM,1128,08/15/2023,7.0,75.60000000000001,FR,0,5,4978,4978,8527,-2,U1,4845.32,B2C,MIN,Matched and allocated,,SG,UK,SG-8169,UK-981,-0.362962962962963,Strategy_3,test,3.7037037037037033,00:00,23:59,1,NA,NA,NA,NA,4845.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
56867173-898d-421a-aec4-ae551c7fa5e5,Test12345,DEL,BOM,1128,08/15/2023,7.0,75.60000000000001,FR,0,5,4709,4709,8200,-2,Z4,4424.32,B2B,MIN,Matched and allocated,,AI,UK,AI-624,UK-981,-0.362962962962963,Strategy_3,test,3.7037037037037033,00:00,23:59,1,NA,NA,NA,NA,4424.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
f99a570c-b92a-4ee6-a99a-dde352b8c199,Test12345,DEL,BOM,1128,08/16/2023,7.0,73.71000000000001,FR,0,5,4978,4978,10102,-2,U1,4845.32,B2C,MIN,Matched and allocated,,SG,UK,SG-8169,UK-981,-0.352962962962963,Strategy_3,test,3.7037037037037033,00:00,23:59,1,NA,NA,NA,NA,4845.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
be216fe8-45f7-4472-ae21-78687438d7f7,Test12345,DEL,BOM,1128,08/16/2023,7.0,73.71000000000001,FR,0,5,4709,4709,9741,-2,Z4,4424.32,B2B,MIN,Matched and allocated,,AI,UK,AI-665,UK-981,-0.352962962962963,Strategy_3,test,3.7037037037037033,00:00,23:59,1,NA,NA,NA,NA,4424.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
d19da613-f534-4d6f-b356-1e945b3ae683,Test12345,DEL,BOM,1128,08/17/2023,0.0,71.82000000000001,FR,0,5,4978,4978,10102,-2,U1,4845.32,B2C,MIN,Matched and allocated,,SG,UK,SG-8169,UK-981,-0.38000000000000006,Strategy_3,test,0.0,00:00,23:59,1,NA,NA,NA,NA,4845.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
0c0bf1af-8410-4213-856e-f92551bb2cfb,Test12345,DEL,BOM,1128,08/17/2023,0.0,71.82000000000001,FR,0,5,4709,4709,9741,-2,Z4,4424.32,B2B,MIN,Matched and allocated,,AI,UK,AI-814,UK-981,-0.38000000000000006,Strategy_3,test,0.0,00:00,23:59,1,NA,NA,NA,NA,4424.32,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
9bd51358-8ee8-45d3-a360-76e7e23c3f9e,Test12345,BOM,JAI,1169,08/01/2023,45.0,156.6,0,0,0,NA,0,0,2.0,NA,NA,B2C,MINO,B2C Market Data NA - Skipping allocation,0.0,Market Fare not found,Market Fare not found,Market Fare not found,Market Fare not found,-0.6413793103448275,NA,test,25.862068965517242,0:00,23:59,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_NA
077da865-4eea-494f-ac57-08f48276ac11,Test12345,BOM,JAI,1169,08/01/2023,45.0,156.6,0,0,0,NA,0,0,2.0,NA,NA,B2B,MINO,B2C Market Data NA - Skipping allocation,0.0,Market Fare not found,Market Fare not found,Market Fare not found,Market Fare not found,-0.6413793103448275,NA,test,25.862068965517242,0:00,23:59,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_NA
081265b7-8b4e-4566-8570-c8a6e8843d88,Test12345,BOM,DEL,1227,08/01/2023,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unable to get Booked loads,NA,NA,NA,NA,NA,NA,NA,test,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92cde2a9-cb60-4921-963d-37f5e966d4a7,Test12345,JAI,BOM,1168,08/01/2023,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unable to get Booked loads,NA,NA,NA,NA,NA,NA,NA,test,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b39a0db6-0c50-4dcf-9d78-ee053d42aac1,Test12345,BOM,DEL,1227,09/01/2023,30.0,41.399999916000006,AR,2,6,4754,4754,5281,-1,V0,4715.0,B2C,MINO,Matched and allocated,,6E,6E,6E-2139,6E-2518,-0.06551724089655175,Strategy_4,test,17.24137931034483,07:00,22:00,1,NA,NA,NA,NA,4715.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
bcdc1cbb-0048-4ba3-b53d-23394172be35,Test12345,BOM,DEL,1227,09/01/2023,30.0,41.399999916000006,AR,2,6,4693,4693,5253,-1,Z2,4610.0,B2B,MINO,Matched and allocated,,SG,6E,SG-158,6E-2518,-0.06551724089655175,Strategy_4,test,17.24137931034483,07:00,22:00,1,NA,NA,NA,NA,4610.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
f1e43f9c-d413-4e34-a15d-47b0c57973d9,Test12345,BOM,DEL,1227,09/02/2023,40.0,41.040000006,AR,3,6,4754,4754,5794,0,U9,4764.0,B2C,MINO,Matched and allocated,,6E,SG,6E-2139,SG-8158,-0.00597701152873563,Strategy_4,test,22.988505747126435,07:00,22:00,1,NA,NA,NA,NA,4764.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
a441a547-5534-475b-92a3-c0558cb330a0,Test12345,BOM,DEL,1227,09/02/2023,40.0,41.040000006,AR,3,6,4693,4693,5253,0,Z1,4961.0,B2B,MINO,Matched and allocated,,SG,6E,SG-8191,6E-2518,-0.00597701152873563,Strategy_4,test,22.988505747126435,07:00,22:00,1,NA,NA,NA,NA,4961.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
637e7909-dada-44d4-b45e-0c6bf4a4babe,Test12345,BOM,DEL,1227,09/03/2023,50.0,40.320000012,FR,4,6,4756,4754,4756,2,U7,4863.0,B2C,MAXO,Matched and allocated,,6E,AI,6E-2111,AI-864,0.05563218383908045,Strategy_4,test,28.735632183908045,00:00,23:59,1,NA,NA,NA,NA,4863.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
1e05fbcb-909a-4417-8336-cbcb8dded37e,Test12345,BOM,DEL,1227,09/03/2023,50.0,40.320000012,FR,4,6,NA,4693,4900,2,NA,NA,B2B,MAXO,B2B allocation skipped - Flight in upsell,,SG,UK,SG-710,UK-910,0.05563218383908045,Strategy_4,test,28.735632183908045,00:00,23:59,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
c0bff02e-175e-45f0-8259-fe091f4c43da,Test12345,BOM,DEL,1227,09/04/2023,70.0,39.600000018,FR,6,6,4756,4754,4756,2,U7,4863.0,B2C,MAXO,Matched and allocated,,6E,AI,6E-2111,AI-864,0.17471264357471264,Strategy_4,test,40.229885057471265,00:00,23:59,1,NA,NA,NA,NA,4863.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
209cf58e-09c3-493e-a544-66b6f9c2b05d,Test12345,BOM,DEL,1227,09/04/2023,70.0,39.600000018,FR,6,6,14000,14000,14000,2,NA,NA,B2B,MAXO,Market Fare higher than Z0 levels - skipping B2B allocation,,6E,6E,6E-6813,6E-6813,0.17471264357471264,Strategy_4,test,40.229885057471265,00:00,23:59,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
43a5b752-d35b-4998-9532-45ffdb17ee1e,Test12345,BOM,DEL,1130,09/04/2023,112.0,39.600000018,FR,6,6,4756,4754,4756,2,U7,4863.0,B2C,MAXO,Matched and allocated,,6E,AI,6E-2111,AI-864,0.41609195391954024,Strategy_4,test,64.36781609195403,00:00,23:59,1,NA,NA,NA,NA,4863.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
7d2fb74f-fbdd-467b-93e9-74456e8ba581,Test12345,BOM,DEL,1130,09/04/2023,112.0,39.600000018,FR,6,6,14000,14000,14000,2,NA,NA,B2B,MAXO,Market Fare higher than Z0 levels - skipping B2B allocation,,6E,6E,6E-6813,6E-6813,0.41609195391954024,Strategy_4,test,64.36781609195403,00:00,23:59,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
55be315e-0d31-469f-8558-eef907308ca7,Test12345,BOM,DEL,1130,09/05/2023,50.0,38.880000024,FR,4,6,5069,4754,5069,2,U0,5305.0,B2C,MAXO,Matched and allocated,,6E,UK,6E-2111,UK-928,0.06390804583908047,Strategy_4,test,28.735632183908045,00:00,23:59,1,NA,NA,NA,NA,5305.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
84a3f7d7-768c-446e-ab33-9c714437293d,Test12345,BOM,DEL,1130,09/05/2023,50.0,38.880000024,FR,4,6,NA,4693,4900,2,NA,NA,B2B,MAXO,B2B allocation skipped - Flight in upsell,,SG,UK,SG-710,UK-928,0.06390804583908047,Strategy_4,test,28.735632183908045,00:00,23:59,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
b44ae721-57e1-40f8-95c0-63a92f7860f7,Test12345,BOM,DEL,1130,09/06/2023,68.0,38.16000003,FR,6,6,4756,4754,4756,2,U7,4863.0,B2C,MAXO,Matched and allocated,,6E,AI,6E-2111,AI-864,0.17149425270114943,Strategy_4,test,39.08045977011494,00:00,23:59,1,NA,NA,NA,NA,4863.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
7d83c97f-3c24-4be0-a71d-7a383f8ac0ef,Test12345,BOM,DEL,1130,09/06/2023,68.0,38.16000003,FR,6,6,NA,4693,4900,2,NA,NA,B2B,MAXO,B2B allocation skipped - Flight in upsell,,SG,UK,SG-710,UK-994,0.17149425270114943,Strategy_4,test,39.08045977011494,00:00,23:59,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
cf8628ad-e94a-483d-a513-894882bcb14d,Test12345,BOM,DEL,1130,09/07/2023,98.0,37.440000036,FR,6,6,5332,4754,5332,2,T7,5574.0,B2C,MAXO,Matched and allocated,,6E,UK,6E-2056,UK-970,0.3480459768045977,Strategy_4,test,56.32183908045977,00:00,23:59,1,NA,NA,NA,NA,5574.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
0864e4ce-716c-47a2-9ec5-5978d64bbf93,Test12345,BOM,DEL,1130,09/07/2023,98.0,37.440000036,FR,6,6,NA,4693,4900,2,NA,NA,B2B,MAXO,B2B allocation skipped - Flight in upsell,,SG,UK,SG-710,UK-910,0.3480459768045977,Strategy_4,test,56.32183908045977,00:00,23:59,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
c4d9e33e-6c43-413d-8b62-69d4c933baa8,Test12345,BOM,DEL,1227,08/02/2023,140.0,144.42,0,3,1,3800,3800,10000,2.0,V9,4474.0,B2C,MIN,Unable to Match Mkt - B2C allocation at extreme value,0.0,SG,UK,SG-8191,UK-950,-0.025402298850574642,NA,test,80.45977011494253,0:00,23:59,1,NA,NA,NA,NA,4474.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
dc0593a8-02bf-4eb7-8aa2-7734fdbe3c74,Test12345,BOM,DEL,1227,08/02/2023,140.0,144.42,0,3,1,4729,4729,5100,2.0,Z0,5360.0,B2B,MIN,Matched and allocated,0.0,AI,SG,AI-888,SG-158,-0.025402298850574642,NA,test,80.45977011494253,0:00,23:59,1,NA,NA,NA,NA,5360.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
29cb9cc6-d6c7-4eb7-89a0-d95c7375ca86,Test12345,BOM,DEL,1227,08/03/2023,180.0,133.98,0,6,2,4754,4754,7495,2.0,U7,4863.0,B2C,MIN,Matched and allocated,0.0,6E,UK,6E-2056,UK-930,0.2644827586206897,NA,test,103.44827586206897,0:00,23:59,1,NA,NA,NA,NA,4863.0,NA,NA,NA,0.0,NA,NA,NA,NA,MF_Org
