sector,startTime,endTime,Month,DOW,channel,0,1,2,3,4,5,6
BLRCOK,14:30:00,18:00:00,October,Monday,B2C,1414,1364,1364,1363,0,2155,0
BLRCOK,14:30:00,18:00:00,October,Saturday,B2B,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,October,Saturday,B2C,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,October,Sunday,B2B,1645,1284,1284,1591,1591,1902,2372
BLRCOK,14:30:00,18:00:00,October,Sunday,B2C,0,1364,1364,1833,1746,1795,2357
BLRCOK,14:30:00,18:00:00,October,Thursday,B2B,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,October,Thursday,B2C,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,October,Tuesday,B2B,1445,1284,1284,1591,1680,1852,1802
BLRCOK,14:30:00,18:00:00,October,Tuesday,B2C,1725,0,1364,1364,0,1833,1746
BLRCOK,14:30:00,18:00:00,October,Wednesday,B2B,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,October,Wednesday,B2C,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Friday,B2B,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Friday,B2C,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Monday,B2B,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Monday,B2C,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Saturday,B2B,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Saturday,B2C,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Sunday,B2B,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Sunday,B2C,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Thursday,B2B,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Thursday,B2C,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Tuesday,B2B,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Tuesday,B2C,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Wednesday,B2B,0,0,0,0,0,0,0
BLRCOK,14:30:00,18:00:00,September,Wednesday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,April,Friday,B2B,2051,2351,2774,2976,2976,2494,1319
BLRCOK,21:00:00,2:30:00,April,Friday,B2C,2666,3140,3504,5220,2876,2994,1619
BLRCOK,21:00:00,2:30:00,April,Monday,B2B,0,1674,1355,1281,847,4353,1894
BLRCOK,21:00:00,2:30:00,April,Monday,B2C,1792,2105,915,1608,3664,2494,1473
BLRCOK,21:00:00,2:30:00,April,Saturday,B2B,6487,2551,1281,3329,2678,2396,1319
BLRCOK,21:00:00,2:30:00,April,Saturday,B2C,2241,2950,1293,1925,4924,2944,1543
BLRCOK,21:00:00,2:30:00,April,Sunday,B2B,2522,1912,1258,1157,2187,2694,1330
BLRCOK,21:00:00,2:30:00,April,Sunday,B2C,2143,915,890,1925,3824,2641,1467
BLRCOK,21:00:00,2:30:00,April,Thursday,B2B,3458,2551,2351,3165,4766,3138,1319
BLRCOK,21:00:00,2:30:00,April,Thursday,B2C,3818,2766,3504,2690,3190,2894,1400
BLRCOK,21:00:00,2:30:00,April,Tuesday,B2B,1279,1435,2287,1330,2976,2494,1319
BLRCOK,21:00:00,2:30:00,April,Tuesday,B2C,1293,2975,2501,1925,2345,2494,1603
BLRCOK,21:00:00,2:30:00,April,Wednesday,B2B,1507,2975,2875,2976,2976,2094,1319
BLRCOK,21:00:00,2:30:00,April,Wednesday,B2C,2023,2948,2875,2466,3824,2944,1244
BLRCOK,21:00:00,2:30:00,August,Friday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,August,Friday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,August,Monday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,August,Monday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,August,Saturday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,August,Saturday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,August,Sunday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,August,Sunday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,August,Thursday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,August,Thursday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,August,Tuesday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,August,Tuesday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,August,Wednesday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,August,Wednesday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Friday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Friday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Monday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Monday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Saturday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Saturday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Sunday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Sunday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Thursday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Thursday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Tuesday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Tuesday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Wednesday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,December,Wednesday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,February,Friday,B2B,1319,1319,1319,2921,2594,1319,0
BLRCOK,21:00:00,2:30:00,February,Friday,B2C,4199,2186,1444,1444,2594,1714,1903
BLRCOK,21:00:00,2:30:00,February,Monday,B2B,2396,2396,1318,1319,1319,1127,0
BLRCOK,21:00:00,2:30:00,February,Monday,B2C,2294,2294,2194,1194,1494,1194,2830
BLRCOK,21:00:00,2:30:00,February,Saturday,B2B,3801,2817,3152,1319,1319,2869,0
BLRCOK,21:00:00,2:30:00,February,Saturday,B2C,5084,3506,2694,2140,2594,1782,1074
BLRCOK,21:00:00,2:30:00,February,Sunday,B2B,0,1127,1127,1319,1318,1319,0
BLRCOK,21:00:00,2:30:00,February,Sunday,B2C,1444,1244,1494,1994,2494,1714,994
BLRCOK,21:00:00,2:30:00,February,Thursday,B2B,2817,1319,2921,2921,1319,1319,0
BLRCOK,21:00:00,2:30:00,February,Thursday,B2C,1090,2594,2594,2194,1494,1194,1102
BLRCOK,21:00:00,2:30:00,February,Tuesday,B2B,1077,1127,1127,1127,1319,1319,1319
BLRCOK,21:00:00,2:30:00,February,Tuesday,B2C,1900,1295,1164,1194,1494,1356,1102
BLRCOK,21:00:00,2:30:00,February,Wednesday,B2B,0,1319,1319,2921,1319,1127,0
BLRCOK,21:00:00,2:30:00,February,Wednesday,B2C,2594,2594,2594,2894,1543,1194,1053
BLRCOK,21:00:00,2:30:00,January,Friday,B2B,0,2894,2765,1319,1319,2594,2594
BLRCOK,21:00:00,2:30:00,January,Friday,B2C,2844,1400,1467,2094,2594,2434,1348
BLRCOK,21:00:00,2:30:00,January,Monday,B2B,0,3044,2817,2494,1319,2094,2594
BLRCOK,21:00:00,2:30:00,January,Monday,B2C,1782,1892,1084,766,1782,1781,1098
BLRCOK,21:00:00,2:30:00,January,Saturday,B2B,2869,5396,0,1319,1319,3506,2194
BLRCOK,21:00:00,2:30:00,January,Saturday,B2C,7237,2594,1311,1221,1782,3023,1348
BLRCOK,21:00:00,2:30:00,January,Sunday,B2B,0,2396,2765,1319,1319,3044,0
BLRCOK,21:00:00,2:30:00,January,Sunday,B2C,2494,1356,1311,1494,766,3348,1102
BLRCOK,21:00:00,2:30:00,January,Thursday,B2B,0,0,2694,1319,1319,3824,2594
BLRCOK,21:00:00,2:30:00,January,Thursday,B2C,1619,1694,1356,1614,1985,2434,1348
BLRCOK,21:00:00,2:30:00,January,Tuesday,B2B,0,0,4199,2694,1319,1994,0
BLRCOK,21:00:00,2:30:00,January,Tuesday,B2C,1535,1178,1178,1295,1782,1614,1098
BLRCOK,21:00:00,2:30:00,January,Wednesday,B2B,0,2194,0,2396,1318,4454,0
BLRCOK,21:00:00,2:30:00,January,Wednesday,B2C,0,1311,1295,1356,1614,1614,1103
BLRCOK,21:00:00,2:30:00,July,Friday,B2B,2551,2711,2817,2187,1400,961,1733
BLRCOK,21:00:00,2:30:00,July,Friday,B2C,4601,2711,3395,2171,1765,976,1356
BLRCOK,21:00:00,2:30:00,July,Monday,B2B,1624,1983,1765,1237,961,961,1237
BLRCOK,21:00:00,2:30:00,July,Monday,B2C,1601,1799,1128,1078,976,935,1765
BLRCOK,21:00:00,2:30:00,July,Saturday,B2B,0,3237,3079,2817,2351,1187,1279
BLRCOK,21:00:00,2:30:00,July,Saturday,B2C,3395,2397,3079,2483,2288,1031,1488
BLRCOK,21:00:00,2:30:00,July,Sunday,B2B,1624,1983,1009,1488,1132,961,1237
BLRCOK,21:00:00,2:30:00,July,Sunday,B2C,2287,1079,976,1079,976,977,1515
BLRCOK,21:00:00,2:30:00,July,Thursday,B2B,1237,1059,1323,1983,2287,1161,1207
BLRCOK,21:00:00,2:30:00,July,Thursday,B2C,1237,1887,1712,1187,976,1360,1182
BLRCOK,21:00:00,2:30:00,July,Tuesday,B2B,1887,1400,1400,1887,961,961,961
BLRCOK,21:00:00,2:30:00,July,Tuesday,B2C,1237,976,891,976,976,976,1299
BLRCOK,21:00:00,2:30:00,July,Wednesday,B2B,1624,1132,1161,975,961,961,1237
BLRCOK,21:00:00,2:30:00,July,Wednesday,B2C,1539,1082,983,1187,976,977,1182
BLRCOK,21:00:00,2:30:00,June,Friday,B2B,0,1983,2051,1887,1187,1400,1258
BLRCOK,21:00:00,2:30:00,June,Friday,B2C,2078,2187,1765,1765,1079,1182,1494
BLRCOK,21:00:00,2:30:00,June,Monday,B2B,1607,1539,1488,1132,961,1187,1161
BLRCOK,21:00:00,2:30:00,June,Monday,B2C,1538,1489,1435,1079,1132,1182,2044
BLRCOK,21:00:00,2:30:00,June,Saturday,B2B,0,2287,1161,1765,1237,1237,2351
BLRCOK,21:00:00,2:30:00,June,Saturday,B2C,2921,2187,1983,1887,1079,1182,1543
BLRCOK,21:00:00,2:30:00,June,Sunday,B2B,1983,1765,1279,1161,977,961,1237
BLRCOK,21:00:00,2:30:00,June,Sunday,B2C,1887,1524,1187,977,2078,1132,1543
BLRCOK,21:00:00,2:30:00,June,Thursday,B2B,1887,1279,1079,977,1237,1290,1161
BLRCOK,21:00:00,2:30:00,June,Thursday,B2C,2078,2078,1887,1132,1132,1488,2495
BLRCOK,21:00:00,2:30:00,June,Tuesday,B2B,1279,1279,1161,961,961,0,1161
BLRCOK,21:00:00,2:30:00,June,Tuesday,B2C,1237,1679,1488,977,892,977,3458
BLRCOK,21:00:00,2:30:00,June,Wednesday,B2B,2078,1079,1059,977,977,977,1161
BLRCOK,21:00:00,2:30:00,June,Wednesday,B2C,1274,1132,1360,977,977,977,1360
BLRCOK,21:00:00,2:30:00,March,Friday,B2B,847,2843,3506,2194,2094,1127,1127
BLRCOK,21:00:00,2:30:00,March,Friday,B2C,3094,2494,2294,2255,1400,1137,1100
BLRCOK,21:00:00,2:30:00,March,Monday,B2B,0,2594,1127,2194,0,0,1127
BLRCOK,21:00:00,2:30:00,March,Monday,B2C,2844,2396,1782,845,1295,1090,994
BLRCOK,21:00:00,2:30:00,March,Saturday,B2B,0,3348,0,2396,2094,1127,1319
BLRCOK,21:00:00,2:30:00,March,Saturday,B2C,3348,3348,2844,1782,1804,1994,1102
BLRCOK,21:00:00,2:30:00,March,Sunday,B2B,0,3094,1319,2494,0,1894,2494
BLRCOK,21:00:00,2:30:00,March,Sunday,B2C,3138,3094,2594,1343,1244,1137,838
BLRCOK,21:00:00,2:30:00,March,Thursday,B2B,0,1994,1281,1127,1994,1127,1319
BLRCOK,21:00:00,2:30:00,March,Thursday,B2C,2094,1782,1782,1804,1194,1137,1103
BLRCOK,21:00:00,2:30:00,March,Tuesday,B2B,0,0,0,1319,0,0,1127
BLRCOK,21:00:00,2:30:00,March,Tuesday,B2C,1782,1994,1782,1343,1394,1090,1084
BLRCOK,21:00:00,2:30:00,March,Wednesday,B2B,1281,1994,1127,0,0,1127,1894
BLRCOK,21:00:00,2:30:00,March,Wednesday,B2C,1780,1444,1444,1311,1244,1194,1102
BLRCOK,21:00:00,2:30:00,May,Friday,B2B,2976,3709,2495,1161,1059,1733,1319
BLRCOK,21:00:00,2:30:00,May,Friday,B2C,0,2501,2590,2432,1290,2187,1494
BLRCOK,21:00:00,2:30:00,May,Monday,B2B,2817,2817,2850,1408,1279,2051,2494
BLRCOK,21:00:00,2:30:00,May,Monday,B2C,2921,2287,2287,1765,2044,2495,1494
BLRCOK,21:00:00,2:30:00,May,Saturday,B2B,4865,4865,3919,2551,961,1059,1319
BLRCOK,21:00:00,2:30:00,May,Saturday,B2C,4865,4865,4129,2495,1679,2800,1892
BLRCOK,21:00:00,2:30:00,May,Sunday,B2B,3919,2501,2287,1279,961,1279,1280
BLRCOK,21:00:00,2:30:00,May,Sunday,B2C,4129,2607,2501,1488,3395,2397,1494
BLRCOK,21:00:00,2:30:00,May,Thursday,B2B,2976,2287,2397,1161,961,1733,2715
BLRCOK,21:00:00,2:30:00,May,Thursday,B2C,2397,2187,2287,1421,1187,2688,1494
BLRCOK,21:00:00,2:30:00,May,Tuesday,B2B,0,2501,1983,1330,1161,2495,2494
BLRCOK,21:00:00,2:30:00,May,Tuesday,B2C,2607,2397,1983,1274,1237,2522,1494
BLRCOK,21:00:00,2:30:00,May,Wednesday,B2B,1279,1161,2711,961,2351,2774,961
BLRCOK,21:00:00,2:30:00,May,Wednesday,B2C,2287,2495,2496,1083,1127,2800,1619
BLRCOK,21:00:00,2:30:00,November,Friday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,November,Friday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,November,Monday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,November,Monday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,November,Saturday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,November,Saturday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,November,Sunday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,November,Sunday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,November,Thursday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,November,Thursday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,November,Tuesday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,November,Tuesday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,November,Wednesday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,November,Wednesday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Friday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Friday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Monday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Monday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Saturday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Saturday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Sunday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Sunday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Thursday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Thursday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Tuesday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Tuesday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Wednesday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,October,Wednesday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Friday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Friday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Monday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Monday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Saturday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Saturday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Sunday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Sunday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Thursday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Thursday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Tuesday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Tuesday,B2C,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Wednesday,B2B,0,0,0,0,0,0,0
BLRCOK,21:00:00,2:30:00,September,Wednesday,B2C,0,0,0,0,0,0,0
BLRDEL,2:30:00,7:30:00,April,Friday,B2B,4845,4459,4133,4221,4356,4578,4527
BLRDEL,2:30:00,7:30:00,April,Friday,B2C,5678,4174,4124,4574,4774,4574,3790
BLRDEL,2:30:00,7:30:00,April,Monday,B2B,5678,4845,4174,4124,4474,4474,2534
BLRDEL,2:30:00,7:30:00,April,Monday,B2C,5110,4845,4515,4578,4685,4685,2534
BLRDEL,2:30:00,7:30:00,April,Saturday,B2B,4574,4224,4174,4124,4474,4124,3749
BLRDEL,2:30:00,7:30:00,April,Saturday,B2C,6374,4578,4578,4578,4845,4578,2534
BLRDEL,2:30:00,7:30:00,April,Sunday,B2B,12384,4578,4578,4578,4221,6264,2534
BLRDEL,2:30:00,7:30:00,April,Sunday,B2C,5678,4774,4374,4124,4845,4474,2534
BLRDEL,2:30:00,7:30:00,April,Thursday,B2B,5984,25020,6374,6674,4578,5435,2534
BLRDEL,2:30:00,7:30:00,April,Thursday,B2C,5678,4474,4774,4374,4474,4474,2534
BLRDEL,2:30:00,7:30:00,April,Tuesday,B2B,4174,4124,4474,8034,5005,5571,2534
BLRDEL,2:30:00,7:30:00,April,Tuesday,B2C,4578,4578,12384,9184,4785,5435,2534
BLRDEL,2:30:00,7:30:00,April,Wednesday,B2B,5678,4174,4175,4324,4474,4774,4093
BLRDEL,2:30:00,7:30:00,April,Wednesday,B2C,5110,4133,4266,10300,4578,4578,4175
BLRDEL,2:30:00,7:30:00,August,Friday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,August,Friday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,August,Monday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,August,Monday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,August,Saturday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,August,Saturday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,August,Sunday,B2B,4374,4479,4479,4178,4578,4089,4515
BLRDEL,2:30:00,7:30:00,August,Sunday,B2C,4374,4685,4578,4686,4231,4587,4527
BLRDEL,2:30:00,7:30:00,August,Thursday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,August,Thursday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,August,Tuesday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,August,Tuesday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,August,Wednesday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,August,Wednesday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,December,Friday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,December,Friday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,December,Monday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,December,Monday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,December,Saturday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,December,Saturday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,December,Sunday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,December,Sunday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,December,Thursday,B2B,5678,4574,4324,4178,4174,4174,4565
BLRDEL,2:30:00,7:30:00,December,Thursday,B2C,8184,4578,4133,4221,4320,4365,4475
BLRDEL,2:30:00,7:30:00,December,Tuesday,B2B,4845,4474,4574,4178,4178,4479,4415
BLRDEL,2:30:00,7:30:00,December,Tuesday,B2C,5110,4578,4578,4221,4685,4685,4163
BLRDEL,2:30:00,7:30:00,December,Wednesday,B2B,4474,4378,4178,4278,4578,4560,4565
BLRDEL,2:30:00,7:30:00,December,Wednesday,B2C,5319,4685,4578,4578,4367,4689,4675
BLRDEL,2:30:00,7:30:00,February,Friday,B2B,4174,4178,4178,4278,4479,4515,4625
BLRDEL,2:30:00,7:30:00,February,Friday,B2C,4578,4578,4578,4266,4221,4363,4527
BLRDEL,2:30:00,7:30:00,February,Monday,B2B,4274,4174,4178,4178,4278,4415,3831
BLRDEL,2:30:00,7:30:00,February,Monday,B2C,4578,4578,4578,4578,4845,4365,4276
BLRDEL,2:30:00,7:30:00,February,Saturday,B2B,5678,4475,4174,4178,4278,4089,4565
BLRDEL,2:30:00,7:30:00,February,Saturday,B2C,4845,4578,4578,4018,6244,4587,4425
BLRDEL,2:30:00,7:30:00,February,Sunday,B2B,5678,4274,4474,4178,4945,4661,4565
BLRDEL,2:30:00,7:30:00,February,Sunday,B2C,6374,4578,4578,4322,4685,4587,4127
BLRDEL,2:30:00,7:30:00,February,Thursday,B2B,4845,4459,4133,4221,4356,4578,4527
BLRDEL,2:30:00,7:30:00,February,Thursday,B2C,5678,4174,4124,4574,4774,4574,3790
BLRDEL,2:30:00,7:30:00,February,Tuesday,B2B,5678,4845,4174,4124,4474,4474,2534
BLRDEL,2:30:00,7:30:00,February,Tuesday,B2C,5110,4845,4515,4578,4685,4685,2534
BLRDEL,2:30:00,7:30:00,February,Wednesday,B2B,4574,4224,4174,4124,4474,4124,3749
BLRDEL,2:30:00,7:30:00,February,Wednesday,B2C,6374,4578,4578,4578,4845,4578,2534
BLRDEL,2:30:00,7:30:00,January,Friday,B2B,12384,4578,4578,4578,4221,6264,2534
BLRDEL,2:30:00,7:30:00,January,Friday,B2C,5678,4774,4374,4124,4845,4474,2534
BLRDEL,2:30:00,7:30:00,January,Monday,B2B,5984,25020,6374,6674,4578,5435,2534
BLRDEL,2:30:00,7:30:00,January,Monday,B2C,5678,4474,4774,4374,4474,4474,2534
BLRDEL,2:30:00,7:30:00,January,Saturday,B2B,4174,4124,4474,8034,5005,5571,2534
BLRDEL,2:30:00,7:30:00,January,Saturday,B2C,4578,4578,12384,9184,4785,5435,2534
BLRDEL,2:30:00,7:30:00,January,Sunday,B2B,5678,4174,4175,4324,4474,4774,4093
BLRDEL,2:30:00,7:30:00,January,Sunday,B2C,5110,4133,4266,10300,4578,4578,4175
BLRDEL,2:30:00,7:30:00,January,Thursday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,January,Thursday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,January,Tuesday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,January,Tuesday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,January,Wednesday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,January,Wednesday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,July,Friday,B2B,4374,4479,4479,4178,4578,4089,4515
BLRDEL,2:30:00,7:30:00,July,Friday,B2C,4374,4685,4578,4686,4231,4587,4527
BLRDEL,2:30:00,7:30:00,July,Monday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,July,Monday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,July,Saturday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,July,Saturday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,July,Sunday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,July,Sunday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,July,Thursday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,July,Thursday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,July,Tuesday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,July,Tuesday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,July,Wednesday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,July,Wednesday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,June,Friday,B2B,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,June,Friday,B2C,5678,3457,9876,8675,3458,5435,2534
BLRDEL,2:30:00,7:30:00,June,Monday,B2B,5678,4574,4324,4178,4174,4174,4565
BLRDEL,2:30:00,7:30:00,June,Monday,B2C,8184,4578,4133,4221,4320,4365,4475
BLRDEL,2:30:00,7:30:00,June,Saturday,B2B,4845,4474,4574,4178,4178,4479,4415
BLRDEL,2:30:00,7:30:00,June,Saturday,B2C,5110,4578,4578,4221,4685,4685,4163
BLRDEL,2:30:00,7:30:00,June,Sunday,B2B,4474,4378,4178,4278,4578,4560,4565
BLRDEL,2:30:00,7:30:00,June,Sunday,B2C,5319,4685,4578,4578,4367,4689,4675
BLRDEL,2:30:00,7:30:00,June,Thursday,B2B,4174,4178,4178,4278,4479,4515,4625
BLRDEL,2:30:00,7:30:00,June,Thursday,B2C,4578,4578,4578,4266,4221,4363,4527
BLRDEL,2:30:00,7:30:00,June,Tuesday,B2B,4274,4174,4178,4178,4278,4415,3831
