Origin,Destin,FltNum,DepDate,BookedLoad,analystName,TgtLoad,bookedPlf,actualbookedPlf,Variance,endOfDayTgtLoad,currentLoadFactor,currentTgtLoad,bookingToday,bookingLastHour,hardAnchorFare,strategyFare,lastSellingFare,profileFare,lastSevenAvgFare,upsell,anchorFare,OpenRBD,SellingFare,Channel,HowDetermined,RunId,MktFare_Min,AirlineCode_Min,FlightNumber_Min,MktFare_Max,AirlineCode_Max,FlightNumber_Max,criteria,fareOffset,TimeRange,startTime,endTime,Backstop,autoBackstop,StrategyReference,dlfBand,endOfDaydlfBand,ndoBand,overBookingCount,recommendedActions,allocationStatus,status,w0Flag
JAI,BOM,1433,08/02/2023,160.0,test,133.98,91.95402298850574,91.95402298850574,11.153022988505745,144.42,80.801,140.59374,5,5,NA,5910.0,4480.0,NA,NA,5910.0,NA,NA,NA,B2B,Post10_6_5_C_NA,Test12345,2000,6E,6E-6820,2000,6E,6E-6820,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,5,1,0.0,NO action required,1,Normal AU allocation,0
JAI,BOM,1433,08/03/2023,155.0,test,125.28,89.08045977011494,89.08045977011494,13.59945977011494,133.98,75.481,131.33694,5,5,5345.0,5345.0,3020.0,NA,NA,0,5345.0,V9,5345.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,1250,6E,6E-6823,3800,6E,6E-6821,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,5,2,0.0,NO action required,1,Normal AU allocation,0
JAI,BOM,1433,08/03/2023,155.0,test,125.28,89.08045977011494,89.08045977011494,13.59945977011494,133.98,75.481,131.33694,5,5,NA,5910.0,4480.0,NA,NA,NA,NA,NA,NA,B2B,Post10_6_5_C_NA,Test12345,2000,6E,6E-6820,2000,6E,6E-6820,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,5,2,0.0,Push prices UP,1,Normal AU allocation,0
JAI,BOM,1433,08/04/2023,159.0,test,118.32000000000001,91.37931034482759,91.37931034482759,20.344910344827593,125.28,71.03439999999999,123.599856,5,5,5345.0,5345.0,3020.0,NA,NA,0,5345.0,V9,5345.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,1250,6E,6E-6823,3800,6E,6E-6821,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,3,0.0,NO action required,1,Normal AU allocation,0
JAI,BOM,1433,08/04/2023,159.0,test,118.32000000000001,91.37931034482759,91.37931034482759,20.344910344827593,125.28,71.03439999999999,123.599856,5,5,NA,5910.0,4480.0,NA,NA,5910.0,NA,NA,NA,B2B,Post10_6_6_C_NA,Test12345,2000,6E,6E-6820,2000,6E,6E-6820,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,3,0.0,Push prices UP,1,Normal AU allocation,0
JAI,BOM,1433,08/05/2023,157.0,test,111.36,90.22988505747126,90.22988505747126,23.195485057471256,118.32000000000001,67.0344,116.63985600000001,5,5,18664.0,30446.0,3020.0,NA,NA,0,18664.0,I,18664.0,B2C,Post10_6_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,15842,6E,6E-6829,29513,6E,6E-6827,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,3,0.0,NO action required,1,Normal AU allocation,0
JAI,BOM,1433,08/05/2023,157.0,test,111.36,90.22988505747126,90.22988505747126,23.195485057471256,118.32000000000001,67.0344,116.63985600000001,5,5,NA,NA,4480.0,NA,NA,NA,NA,NA,NA,B2B,Post10_6_6_C_NA,Test12345,13600,6E,6E-6830,13600,6E,6E-6830,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,3,0.0,Push prices UP,1,Normal AU allocation,0
JAI,BOM,1433,08/06/2023,155.0,test,104.39999999999999,89.08045977011494,89.08045977011494,28.35605977011494,111.36,60.7244,105.660456,5,5,5345.0,5345.0,4020.0,NA,NA,0,5345.0,V9,5345.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,1250,6E,6E-6823,3800,6E,6E-6821,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,3,0.0,NO action required,1,Normal AU allocation,0
JAI,BOM,1433,08/06/2023,155.0,test,104.39999999999999,89.08045977011494,89.08045977011494,28.35605977011494,111.36,60.7244,105.660456,5,5,NA,5910.0,4405.0,NA,NA,NA,NA,NA,NA,B2B,Pre10_6_6_C_NA,Test12345,2000,6E,6E-6820,2000,6E,6E-6820,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,3,0.0,Push prices UP,1,Normal AU allocation,0
JAI,BOM,1433,08/07/2023,153.0,test,98.30999999999999,87.93103448275862,87.93103448275862,30.79718448275863,104.39999999999999,57.13384999999999,99.41289899999998,5,5,NA,5345.0,5020.0,NA,NA,0,5345.0,V9,5345.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,1250,6E,6E-6823,3800,6E,6E-6821,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,2,6,3,0.0,NO action required,1,Normal AU allocation,0
JAI,BOM,1433,08/07/2023,153.0,test,98.30999999999999,87.93103448275862,87.93103448275862,30.79718448275863,104.39999999999999,57.13384999999999,99.41289899999998,5,5,NA,5910.0,4460.0,NA,NA,NA,NA,NA,NA,B2B,Pre10_2_6_C_NA,Test12345,2000,6E,6E-6820,2000,6E,6E-6820,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,2,6,3,0.0,Push prices UP,1,Normal AU allocation,0
JAI,BOM,1433,08/08/2023,151.0,test,92.22,86.7816091954023,86.7816091954023,32.2111591954023,98.30999999999999,54.570449999999994,94.95258299999999,5,5,30446.0,5345.0,3470.0,NA,NA,0,5345.0,V9,5345.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,1250,6E,6E-6823,3800,6E,6E-6821,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,3,6,4,0.0,NO action required,1,Normal AU allocation,0
JAI,BOM,1433,08/08/2023,151.0,test,92.22,86.7816091954023,86.7816091954023,32.2111591954023,98.30999999999999,54.570449999999994,94.95258299999999,5,5,NA,5910.0,4515.0,NA,NA,NA,NA,NA,NA,B2B,Post10_3_6_C_NA,Test12345,2000,6E,6E-6820,2000,6E,6E-6820,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,3,6,4,0.0,Push prices UP,1,Normal AU allocation,0
JAI,BOM,1433,08/09/2023,149.0,test,87.0,85.63218390804597,85.63218390804597,35.08888390804598,92.22,50.5433,87.945342,5,5,NA,5345.0,6180.0,NA,NA,309.0,6489.0,U4,6537.0,B2C,Pre10_6_6_A_AllocationY_last_sold_fare_UpsellY,Test12345,2000,6E,6E-6813,2500,6E,6E-6814,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,4,0.0,NO action required,1,Normal AU allocation,0
JAI,BOM,1433,08/09/2023,149.0,test,87.0,85.63218390804597,85.63218390804597,35.08888390804598,92.22,50.5433,87.945342,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2B,B2B Market Data NA - Skipping allocation,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,4,0.0,NO action required,0,Normal AU allocation,0
JAI,BOM,1433,08/10/2023,147.0,test,81.78,84.48275862068965,84.48275862068965,36.32655862068966,87.0,48.1562,83.791788,5,5,NA,5712.0,3890.0,NA,5400,0,5712.0,V5,5712.0,B2C,Post10_5_6_A_AllocationY_TolerenceHit_Upsold_Last_sold_fare_UpsellN_last7bkgsAvg,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,5,6,4,0.0,NO action required,1,Normal AU allocation,0
JAI,BOM,1433,08/10/2023,147.0,test,81.78,84.48275862068965,84.48275862068965,36.32655862068966,87.0,48.1562,83.791788,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2B,B2B Market Data NA - Skipping allocation,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,5,6,4,0.0,NO action required,0,Normal AU allocation,0
JAI,BOM,1433,08/11/2023,145.0,test,78.3,83.33333333333334,83.33333333333334,37.836533333333335,81.78,45.49680000000001,79.164432,5,5,NA,5345.0,5310.0,NA,NA,0,5345.0,V9,5345.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,1100,6E,6E-6813,1800,6E,6E-6814,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,3,6,4,0.0,NO action required,1,Normal AU allocation,0
JAI,BOM,1433,08/11/2023,145.0,test,78.3,83.33333333333334,83.33333333333334,37.836533333333335,81.78,45.49680000000001,79.164432,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2B,B2B Market Data NA - Skipping allocation,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,3,6,4,0.0,NO action required,0,Normal AU allocation,0
JAI,BOM,1433,08/12/2023,143.0,test,74.82,82.18390804597702,82.18390804597702,38.54870804597702,78.3,43.6352,75.925248,5,5,NA,5712.0,1020.0,NA,5400,0,5712.0,V5,5712.0,B2C,Post10_4_6_A_AllocationY_TolerenceHit_Upsold_Last_sold_fare_UpsellN_last7bkgsAvg,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,4,6,4,0.0,NO action required,1,Normal AU allocation,0
JAI,BOM,1433,08/12/2023,143.0,test,74.82,82.18390804597702,82.18390804597702,38.54870804597702,78.3,43.6352,75.925248,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2B,B2B Market Data NA - Skipping allocation,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,4,6,4,0.0,NO action required,0,Normal AU allocation,0
JAI,BOM,1433,08/17/2023,143.0,test,64.38,82.18390804597702,82.18390804597702,44.866308045977014,66.12,37.3176,64.932624,5,5,NA,5712.0,1020.0,NA,5400,0,5712.0,V5,5712.0,B2C,Post10_5_6_A_AllocationY_TolerenceHit_Upsold_Last_sold_fare_UpsellN_last7bkgsAvg,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,5,6,5,0.0,NO action required,1,Normal AU allocation,0
JAI,BOM,1433,08/17/2023,143.0,test,64.38,82.18390804597702,82.18390804597702,44.866308045977014,66.12,37.3176,64.932624,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2B,B2B Market Data NA - Skipping allocation,Test12345,0,Market Fare not found,Market Fare not found,0,Market Fare not found,Market Fare not found,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,5,6,5,0.0,NO action required,0,Normal AU allocation,0
DEL,JAI,1434,08/02/2023,168.0,test,133.98,96.55172413793103,96.55172413793103,19.22292413793104,144.42,77.3288,134.552112,5,5,12910.0,14311.0,NA,NA,NA,0,12910.0,Q2,12910.0,B2C,Pre10_0_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,6280,I5,I5-1982,12607,I5,I5-2461,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,6,1,0.0,NO action required,1,Normal AU allocation,0
DEL,JAI,1434,08/02/2023,168.0,test,133.98,96.55172413793103,96.55172413793103,19.22292413793104,144.42,77.3288,134.552112,5,5,NA,NA,4735.0,NA,NA,NA,NA,NA,NA,B2B,Pre10_0_6_C_NA,Test12345,6206,I5,I5-1982,10267,I5,I5-820,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,6,1,0.0,Push prices UP,1,Normal AU allocation,0
DEL,JAI,1435,08/03/2023,166.0,test,125.28,95.40229885057471,95.40229885057471,23.1282988505747,133.98,72.274,125.75676,5,5,10706.0,14311.0,NA,NA,NA,0,10706.0,Q8,10706.0,B2C,Pre10_0_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,6280,I5,I5-1982,12607,I5,I5-2461,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,6,2,0.0,NO action required,1,Normal AU allocation,0
DEL,JAI,1435,08/03/2023,166.0,test,125.28,95.40229885057471,95.40229885057471,23.1282988505747,133.98,72.274,125.75676,5,5,NA,NA,4735.0,NA,NA,NA,NA,NA,NA,B2B,Pre10_0_6_C_NA,Test12345,6206,I5,I5-1982,10267,I5,I5-820,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,6,2,0.0,Push prices UP,1,Normal AU allocation,0
DEL,JAI,1436,08/04/2023,167.0,test,118.32000000000001,95.97701149425288,95.97701149425288,27.75781149425287,125.28,68.2192,118.701408,5,5,10706.0,14311.0,NA,NA,NA,0,10706.0,Q8,10706.0,B2C,Pre10_0_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,6280,I5,I5-1982,12607,I5,I5-2461,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,6,3,0.0,NO action required,1,Normal AU allocation,0
DEL,JAI,1436,08/04/2023,167.0,test,118.32000000000001,95.97701149425288,95.97701149425288,27.75781149425287,125.28,68.2192,118.701408,5,5,NA,NA,4735.0,NA,NA,NA,NA,NA,NA,B2B,Pre10_0_6_C_NA,Test12345,6206,I5,I5-1982,10267,I5,I5-820,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,6,3,0.0,Push prices UP,1,Normal AU allocation,0
DEL,JAI,1437,08/01/2023,167.0,test,144.42,95.97701149425288,95.97701149425288,11.828966801515438,165.29999999999998,84.14804469273743,146.41759776536313,5,5,6338.0,14311.0,NA,NA,NA,0,6338.0,U6,6338.0,B2C,Pre10_0_5_A_AllocationY_harAnchorfare_UpsellN,Test12345,6280,I5,I5-1982,12607,I5,I5-2461,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,5,0,0.0,NO action required,1,Normal AU allocation,0
DEL,JAI,1437,08/01/2023,167.0,test,144.42,95.97701149425288,95.97701149425288,11.828966801515438,165.29999999999998,84.14804469273743,146.41759776536313,5,5,NA,NA,4735.0,NA,NA,6330.0,NA,NA,NA,B2B,Pre10_0_5_C_NA,Test12345,6206,I5,I5-1982,10267,I5,I5-820,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,5,0,0.0,NO action required,1,Normal AU allocation,0
DEL,JAI,1438,08/02/2023,170.0,test,133.98,97.70114942528735,97.70114942528735,20.37234942528736,144.42,77.3288,134.552112,5,5,9651.0,14311.0,NA,NA,NA,0,9651.0,R1,9651.0,B2C,Pre10_0_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,6280,I5,I5-1982,12607,I5,I5-2461,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,6,1,0.0,NO action required,1,Normal AU allocation,0
DEL,JAI,1438,08/02/2023,170.0,test,133.98,97.70114942528735,97.70114942528735,20.37234942528736,144.42,77.3288,134.552112,5,5,NA,NA,4735.0,NA,NA,7287.0,NA,NA,NA,B2B,Pre10_0_6_C_NA,Test12345,6206,I5,I5-1982,10267,I5,I5-820,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,6,1,0.0,Push prices UP,1,Normal AU allocation,0
DEL,JAI,1439,08/03/2023,168.0,test,125.28,96.55172413793103,96.55172413793103,24.277724137931035,133.98,72.274,125.75676,5,5,6338.0,14311.0,NA,NA,NA,0,6338.0,U6,6338.0,B2C,Pre10_0_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,6280,I5,I5-1982,12607,I5,I5-2461,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,6,2,0.0,NO action required,1,Normal AU allocation,0
DEL,JAI,1439,08/03/2023,168.0,test,125.28,96.55172413793103,96.55172413793103,24.277724137931035,133.98,72.274,125.75676,5,5,NA,NA,4735.0,NA,NA,6330.0,NA,NA,NA,B2B,Pre10_0_6_C_NA,Test12345,6206,I5,I5-1982,10267,I5,I5-820,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,6,2,0.0,Push prices UP,1,Normal AU allocation,0
DEL,JAI,1440,08/04/2023,174.0,test,118.32000000000001,100.0,100.0,31.7808,125.28,68.2192,118.701408,5,5,10706.0,14311.0,NA,NA,NA,0,10706.0,Q8,10706.0,B2C,Pre10_0_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,6280,I5,I5-1982,12607,I5,I5-2461,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,6,3,0.0,NO action required,1,Normal AU allocation,0
DEL,JAI,1440,08/04/2023,174.0,test,118.32000000000001,100.0,100.0,31.7808,125.28,68.2192,118.701408,5,5,NA,NA,4735.0,NA,NA,NA,NA,NA,NA,B2B,Pre10_0_6_C_NA,Test12345,6206,I5,I5-1982,10267,I5,I5-820,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,0,6,3,0.0,Push prices UP,1,Normal AU allocation,0
BOM,DEL,1351,08/01/2023,167.0,test,144.42,95.97701149425288,95.97701149425288,0.9770114942528774,165.29999999999998,95.0,165.29999999999998,5,5,NA,4764.0,NA,NA,NA,0,4764.0,U9,4764.0,B2C,Post10_5_3_A_AllocationY_Startegy_fare_UpsellN,Test12345,4754,6E,6E-5113,5857,UK,UK-902,MIN,0,TR,10:00,17:00,0.0,NA,Strategy_2,5,3,0,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,1351,08/01/2023,167.0,test,144.42,95.97701149425288,95.97701149425288,0.9770114942528774,165.29999999999998,95.0,165.29999999999998,5,5,NA,4961.0,5130.0,NA,NA,NA,NA,NA,NA,B2B,Post10_5_3_C_NA,Test12345,4729,6E,6E-5113,5709,AI,AI-687,MIN,0,TR,10:00,17:00,0.0,NA,Strategy_2,5,3,0,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,1352,08/02/2023,167.0,test,133.98,95.97701149425288,95.97701149425288,16.28481149425288,144.42,79.69219999999999,138.664428,5,5,NA,11874.0,NA,NA,NA,0,11874.0,Q2,11874.0,B2C,Post10_6_6_A_AllocationY_Startegy_fare_UpsellN,Test12345,3800,SG,SG-8191,10000,UK,UK-950,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_3,6,6,1,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,1352,08/02/2023,167.0,test,133.98,95.97701149425288,95.97701149425288,16.28481149425288,144.42,79.69219999999999,138.664428,5,5,NA,5360.0,4830.0,NA,NA,NA,NA,NA,NA,B2B,Post10_6_6_C_NA,Test12345,4729,6E,6E-2111,5100,SG,SG-158,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_3,6,6,1,0.0,Push prices UP,1,Normal AU allocation,0
BOM,DEL,1353,08/03/2023,156.0,test,125.28,89.65517241379311,89.65517241379311,15.41167241379311,133.98,74.2435,129.18368999999998,5,5,NA,7424.0,NA,NA,NA,0,7424.0,R4,7424.0,B2C,Post10_5_6_A_AllocationY_Startegy_fare_UpsellN,Test12345,4754,6E,6E-2056,6697,UK,UK-910,MAXO,3,FR,00:00,23:59,0.0,NA,Strategy_4,5,6,2,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,1353,08/03/2023,156.0,test,125.28,89.65517241379311,89.65517241379311,15.41167241379311,133.98,74.2435,129.18368999999998,5,5,NA,NA,4680.0,NA,NA,NA,NA,NA,NA,B2B,Post10_5_6_C_NA,Test12345,4693,SG,SG-8191,6528,UK,UK-910,MAXO,3,FR,00:00,23:59,0.0,NA,Strategy_4,5,6,2,0.0,Push prices UP,1,Normal AU allocation,0
BOM,DEL,1354,08/04/2023,170.0,test,118.32000000000001,97.70114942528735,97.70114942528735,29.191149425287357,125.28,68.51,119.2074,5,5,NA,9875.0,NA,NA,NA,0,9875.0,Q6,9875.0,B2C,Pre10_6_6_A_AllocationY_Startegy_fare_UpsellN,Test12345,4754,6E,6E-2326,8492,UK,UK-986,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_5,6,6,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,1354,08/04/2023,170.0,test,118.32000000000001,97.70114942528735,97.70114942528735,29.191149425287357,125.28,68.51,119.2074,5,5,NA,NA,4530.0,NA,NA,NA,NA,NA,NA,B2B,Pre10_6_6_C_NA,Test12345,4693,SG,SG-710,8165,UK,UK-986,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_5,6,6,3,0.0,Push prices UP,1,Normal AU allocation,0
BOM,DEL,1355,08/05/2023,167.0,test,111.36,95.97701149425288,95.97701149425288,31.467011494252873,118.32000000000001,64.51,112.2474,5,5,NA,8075.0,NA,NA,NA,0,8075.0,R1,8075.0,B2C,Pre10_6_6_A_AllocationY_Startegy_fare_UpsellN,Test12345,4754,6E,6E-2139,7284,AI,AI-816,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_6,6,6,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,1355,08/05/2023,167.0,test,111.36,95.97701149425288,95.97701149425288,31.467011494252873,118.32000000000001,64.51,112.2474,5,5,NA,NA,4380.0,NA,NA,NA,NA,NA,NA,B2B,Pre10_6_6_C_NA,Test12345,4693,SG,SG-158,6528,UK,UK-952,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_6,6,6,3,0.0,Push prices UP,1,Normal AU allocation,0
BOM,DEL,1356,08/06/2023,170.0,test,104.39999999999999,97.70114942528735,97.70114942528735,36.159549425287366,111.36,61.541599999999995,107.08238399999999,5,5,4764.0,8325.0,3470.0,NA,NA,0,4764.0,U9,4764.0,B2C,Post10_6_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,4754,6E,6E-2111,7442,UK,UK-902,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,1356,08/06/2023,170.0,test,104.39999999999999,97.70114942528735,97.70114942528735,36.159549425287366,111.36,61.541599999999995,107.08238399999999,5,5,NA,NA,4230.0,NA,NA,4961.0,NA,NA,NA,B2B,Post10_6_6_C_NA,Test12345,4693,SG,SG-158,6528,UK,UK-952,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,3,0.0,Push prices UP,1,Normal AU allocation,0
BOM,DEL,1357,08/07/2023,165.0,test,98.30999999999999,94.82758620689656,94.82758620689656,36.97868620689656,104.39999999999999,57.84889999999999,100.65708599999999,5,5,6673.0,7223.0,NA,NA,NA,0,6673.0,R8,6673.0,B2C,Post10_6_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,4754,6E,6E-2111,6592,UK,UK-930,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,3,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,1357,08/07/2023,165.0,test,98.30999999999999,94.82758620689656,94.82758620689656,36.97868620689656,104.39999999999999,57.84889999999999,100.65708599999999,5,5,NA,NA,6080.0,NA,NA,NA,NA,NA,NA,B2B,Post10_6_6_C_NA,Test12345,4693,SG,SG-710,6309,UK,UK-930,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,3,0.0,Push prices UP,1,Normal AU allocation,0
BOM,DEL,1358,08/08/2023,168.0,test,92.22,96.55172413793103,96.55172413793103,42.20282413793105,98.30999999999999,54.348899999999986,94.56708599999999,5,5,4715.0,7223.0,NA,NA,NA,0,4715.0,V0,4715.0,B2C,Post10_6_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,4754,6E,6E-2111,6592,UK,UK-930,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,4,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,1358,08/08/2023,168.0,test,92.22,96.55172413793103,96.55172413793103,42.20282413793105,98.30999999999999,54.348899999999986,94.56708599999999,5,5,NA,NA,5930.0,NA,NA,NA,NA,NA,NA,B2B,Post10_6_6_C_NA,Test12345,4693,SG,SG-710,6513,6E,6E-2398,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,4,0.0,Push prices UP,1,Normal AU allocation,0
BOM,DEL,1359,08/09/2023,174.0,test,87.0,100.0,100.0,48.281600000000005,92.22,51.718399999999995,89.990016,5,5,5574.0,8325.0,NA,NA,NA,0,5574.0,T7,5574.0,B2C,Post10_6_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,4754,6E,6E-5187,7495,UK,UK-930,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,4,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,1359,08/09/2023,174.0,test,87.0,100.0,100.0,48.281600000000005,92.22,51.718399999999995,89.990016,5,5,NA,NA,3630.0,NA,NA,NA,NA,NA,NA,B2B,Post10_6_6_C_NA,Test12345,4693,SG,SG-710,6309,UK,UK-970,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,4,0.0,Push prices UP,1,Normal AU allocation,0
BOM,DEL,1360,08/10/2023,156.0,test,81.78,89.65517241379311,89.65517241379311,40.7546724137931,87.0,48.9005,85.08687,5,5,4764.0,9875.0,5020.0,NA,NA,0,4764.0,U9,4764.0,B2C,Post10_6_6_A_AllocationY_harAnchorfare_UpsellN,Test12345,4754,6E,6E-2056,8545,UK,UK-930,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,4,0.0,NO action required,1,Normal AU allocation,0
BOM,DEL,1360,08/10/2023,156.0,test,81.78,89.65517241379311,89.65517241379311,40.7546724137931,87.0,48.9005,85.08687,5,5,NA,NA,5480.0,NA,NA,4961.0,NA,NA,NA,B2B,Post10_6_6_C_NA,Test12345,4693,SG,SG-8191,8216,UK,UK-930,MAX,3,FR,00:00,23:59,0.0,NA,Strategy_1,6,6,4,0.0,Push prices UP,1,Normal AU allocation,0
BLR,DEL,1451,08/01/2023,123.0,test,144.42,70.6896551724138,70.6896551724138,-20.666416041829038,165.29999999999998,91.35607121424283,158.95956391278253,5,5,7341.0,5345.0,8020.0,NA,NA,NA,5345.0,V9,5345.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,5354,6E,6E-871,9829,UK,UK-810,MIN,-2,FR,10:00,23:59,0.0,NA,Strategy_1,0,0,0,0.0,NO action required,1,Normal AU allocation,0
BLR,DEL,1451,08/01/2023,123.0,test,144.42,70.6896551724138,70.6896551724138,-20.666416041829038,165.29999999999998,91.35607121424283,158.95956391278253,5,5,6830.0,5910.0,3480.0,NA,NA,NA,5910.0,ZJ,5910.0,B2B,Unable to Match Mkt - B2B allocation at extreme value,Test12345,5301,I5,I5-1532,9482,UK,UK-810,MIN,-2,FR,10:00,23:59,0.0,NA,Strategy_1,0,0,0,0.0,Pull prices DOWN,1,Normal AU allocation,0
BLR,DEL,1452,08/02/2023,56.0,test,133.98,32.18390804597701,32.18390804597701,-49.36769195402298,144.42,81.5516,141.89978399999998,5,5,NA,5345.0,NA,NA,NA,NA,5345.0,V9,5345.0,B2C,Unable to Match Mkt - B2C allocation at extreme value,Test12345,5354,6E,6.00E-122,5368,AI,AI-503,MINO,-2,FR,00:00,23:59,0.0,NA,Strategy_6,0,0,1,0.0,NO action required,1,Normal AU allocation,0
BLR,DEL,1452,08/02/2023,56.0,test,133.98,32.18390804597701,32.18390804597701,-49.36769195402298,144.42,81.5516,141.89978399999998,5,5,NA,NA,4480.0,NA,NA,NA,10509,NA,NA,B2B,Market Fare higher than Z0 levels - skipping B2B allocation,Test12345,5301,I5,I5-741,10509,UK,UK-810,MAX,-2,FR,00:00,23:59,0.0,NA,Strategy_6,0,0,1,0.0,NO action required,1,Normal AU allocation,0
